"order_id","customer_id","provider","payment_method","currency","amount","amount_bucket","country","device","transaction_type","result_status","reason_code","invoice_date","payment_date","chargeback_flag","retries","days_since_invoice","days_since_last_event","prev_success_cnt","prev_total_cnt","customer_prior_success_rate","label_recovered_30d"
"O007242","C02033","Chase","mastercard","GBP","4.94","low","IE","web","auth","success",NULL,"2024-09-16","2024-09-19",False,0,0,428,"0","0",NULL,1
"O004842","C02033","Amex","visa","EUR","104.43","high","FR","web","auth","success",NULL,"2024-12-24","2024-12-26",False,3,1,328,"1","1","1",1
"O007463","C02033","Chase","visa","EUR","8.62","low","GB","web","auth","failed","processor_declined","2025-02-12","2025-02-16",False,1,1,278,"2","2","1",1
"O007175","C02034","Adyen","visa","USD","19.83","low","IE","android","auth","success",NULL,"2024-03-21","2024-03-25",False,0,0,607,"0","0",NULL,1
"O006124","C02034","Adyen","visa","EUR","10.48","low","CY","ios","auth","success",NULL,"2025-08-12","2025-08-15",False,0,2,96,"1","1","1",1
"O000858","C02035","Chase","visa","GBP","60.95","mid","CY","web","auth","success",NULL,"2024-02-16","2024-02-19",False,0,0,641,"0","0",NULL,1
"O004418","C02035","Credorax","visa","USD","32.35","mid","CY","ios","auth","failed","stolen_card","2024-12-03","2025-01-02",False,1,1,349,"1","1","1",1
"O006579","C02035","Credorax","mastercard","GBP","13.48","low","GB","web","capture","failed","insufficient_funds","2025-04-19","2025-05-14",False,3,0,213,"1","2","0.5",1
"O000447","C02036","Worldpay","visa","GBP","55.61","mid","CY","web","auth","failed","expired_card","2024-02-29",NULL,False,1,0,628,"0","0",NULL,0
"O004344","C02036","Credorax","mastercard","EUR","70.84","mid","GB","web","auth","success",NULL,"2024-08-05","2024-08-11",False,1,1,469,"0","1","0",1
"O010483","C02036","Adyen","visa","GBP","16.54","low","GB","web","auth","success",NULL,"2025-05-21","2025-05-21",False,0,0,181,"1","2","0.5",1
"O010013","C02036","Credorax","visa","EUR","30.61","mid","FR","web","auth","success",NULL,"2025-09-15","2025-09-16",False,0,1,63,"2","3","0.6666666666666666",1
"O008098","C02037","Amex","visa","EUR","15.58","low","GB","web","capture","success",NULL,"2024-01-28","2024-01-30",False,2,1,659,"0","0",NULL,1
"O006651","C02037","Adyen","mastercard","EUR","40.98","mid","DE","ios","auth","failed","do_not_honor","2024-03-05","2024-03-16",False,1,1,622,"1","1","1",1
"O010312","C02037","Amex","visa","EUR","22.54","low","ES","ios","capture","success",NULL,"2024-11-09","2024-11-15",False,1,0,374,"1","2","0.5",1
"O000522","C02037","Adyen","visa","GBP","26.59","mid","GB","web","auth","failed","stolen_card","2024-12-12",NULL,False,1,1,340,"2","3","0.6666666666666666",0
"O002771","C02037","Amex","mastercard","EUR","40.12","mid","ES","web","auth","failed","stolen_card","2025-03-21",NULL,False,3,2,240,"2","4","0.5",0
"O009765","C02038","Amex","mastercard","USD","82.22","mid","GB","web","capture","failed","stolen_card","2024-05-28","2024-06-16",False,1,0,539,"0","0",NULL,1
"O009956","C02038","Safecharge/Nuvei","visa","GBP","62.49","mid","IE","ios","auth","success",NULL,"2024-08-21","2024-08-24",False,1,2,452,"0","1","0",1
"O011995","C02038","Worldpay","mastercard","USD","60.14","mid","GB","web","auth","failed","do_not_honor","2025-01-12",NULL,False,2,2,308,"1","2","0.5",0
"O003384","C02038","Worldpay","visa","GBP","27.62","mid","CY","ios","auth","success",NULL,"2025-02-16","2025-02-17",False,2,1,274,"1","3","0.3333333333333333",1
"O010420","C02038","Adyen","apple_pay","EUR","13.17","low","CY","web","capture","success",NULL,"2025-04-07","2025-04-10",False,0,0,225,"2","4","0.5",1
"O008794","C02039","Chase","visa","EUR","19.14","low","DE","web","auth","failed","expired_card","2024-02-05","2024-03-06",False,1,1,651,"0","0",NULL,1
"O001868","C02039","Chase","mastercard","EUR","7.10","low","IE","web","auth","success",NULL,"2025-01-01","2025-01-03",False,2,0,321,"0","1","0",1
"O005745","C02039","Worldpay","visa","GBP","21.02","low","ES","web","auth","failed","limit_exceeded","2025-04-27","2025-04-30",False,2,2,203,"1","2","0.5",1
"O011255","C02039","Amex","visa","GBP","8.31","low","IE","web","auth","failed","limit_exceeded","2025-08-26","2025-09-11",False,2,2,82,"1","3","0.3333333333333333",1
"O007941","C02039","Worldpay","visa","EUR","28.38","mid","FR","web","auth","failed","do_not_honor","2025-09-05","2025-09-25",False,4,1,73,"1","4","0.25",1
"O010887","C02040","Adyen","apple_pay","GBP","18.40","low","GB","android","capture","success",NULL,"2024-07-19","2024-07-25",False,1,1,486,"0","0",NULL,1
"O004728","C02040","Worldpay","visa","GBP","6.94","low","IT","web","auth","failed","limit_exceeded","2024-08-02","2024-08-04",False,3,0,473,"1","1","1",1
"O003844","C02040","Amex","visa","EUR","4.78","low","GB","web","auth","success",NULL,"2024-08-23","2024-08-27",False,2,1,451,"1","2","0.5",1
"O001827","C02040","Credorax","mastercard","GBP","117.58","high","CY","web","auth","failed","limit_exceeded","2025-01-24",NULL,False,3,1,298,"2","3","0.6666666666666666",0
"O001319","C02040","Safecharge/Nuvei","mastercard","GBP","18.06","low","DE","web","auth","failed","insufficient_funds","2025-07-30",NULL,False,2,0,111,"2","4","0.5",0
"O007258","C02041","Adyen","visa","GBP","40.04","mid","GB","web","capture","failed","incorrect_cvv","2024-07-03","2024-07-12",False,1,2,502,"0","0",NULL,1
"O011122","C02042","Credorax","paypal","EUR","9.00","low","DE","web","capture","success",NULL,"2024-06-15","2024-06-19",False,0,0,521,"0","0",NULL,1
"O003857","C02043","Worldpay","mastercard","USD","88.12","mid","FR","web","capture","success",NULL,"2024-03-31","2024-04-04",False,0,1,596,"0","0",NULL,1
"O004848","C02043","Safecharge/Nuvei","visa","USD","33.80","mid","FR","ios","capture","failed","limit_exceeded","2024-04-24",NULL,False,0,0,573,"1","1","1",0
"O000335","C02043","Adyen","mastercard","GBP","21.95","low","IT","ios","auth","failed","incorrect_cvv","2025-05-29","2025-06-05",False,0,2,172,"1","2","0.5",1
"O010146","C02043","Adyen","apple_pay","GBP","12.11","low","CY","web","capture","success",NULL,"2025-07-23","2025-07-25",False,0,0,118,"1","3","0.3333333333333333",1
"O007238","C02044","Adyen","paypal","GBP","23.67","low","IE","ios","auth","failed","insufficient_funds","2024-05-07",NULL,False,3,0,560,"0","0",NULL,0
"O008626","C02044","Worldpay","mastercard","GBP","29.16","mid","US","ios","auth","success",NULL,"2024-12-07","2024-12-11",False,0,0,346,"0","1","0",1
"O001048","C02045","Amex","visa","EUR","31.43","mid","IT","web","auth","failed","insufficient_funds","2024-01-30",NULL,False,2,1,657,"0","0",NULL,0
"O007920","C02045","Credorax","visa","GBP","11.89","low","IE","web","auth","success",NULL,"2024-04-26","2024-05-02",False,0,2,569,"0","1","0",1
"O008807","C02045","Amex","visa","GBP","65.94","mid","IE","web","auth","failed","do_not_honor","2024-12-12","2025-01-08",False,3,1,341,"1","2","0.5",1
"O000694","C02046","Amex","paypal","GBP","107.07","high","IT","web","auth","success",NULL,"2024-01-18","2024-01-21",False,0,2,668,"0","0",NULL,1
"O003979","C02046","Worldpay","paypal","GBP","49.58","mid","IE","web","auth","success",NULL,"2024-05-02","2024-05-03",False,0,1,564,"1","1","1",1
"O008244","C02046","Worldpay","amex","GBP","35.72","mid","FR","web","capture","failed","do_not_honor","2024-09-21",NULL,False,1,2,421,"2","2","1",0
"O008154","C02047","Amex","visa","GBP","24.18","low","GB","android","auth","failed","expired_card","2024-01-24",NULL,False,0,1,663,"0","0",NULL,0
"O011330","C02047","Chase","mastercard","GBP","22.79","low","DE","ios","auth","failed","stolen_card","2024-04-03",NULL,False,1,2,592,"0","1","0",0
"O000775","C02047","Worldpay","paypal","GBP","25.81","mid","NL","web","auth","success",NULL,"2024-10-19","2024-10-23",False,1,1,395,"0","2","0",1
"O006937","C02047","Amex","mastercard","GBP","27.60","mid","IT","web","auth","success",NULL,"2025-01-13","2025-01-14",False,1,0,309,"1","3","0.3333333333333333",1
"O004261","C02047","Worldpay","visa","EUR","18.07","low","IT","web","capture","success",NULL,"2025-07-31","2025-08-05",False,1,2,108,"2","4","0.5",1
"O001249","C02049","Adyen","visa","USD","13.25","low","US","web","auth","success",NULL,"2024-03-13","2024-03-15",False,0,2,613,"0","0",NULL,1
"O011002","C02050","Credorax","visa","GBP","3.00","low","GB","web","auth","success",NULL,"2024-01-14","2024-01-18",False,0,2,672,"0","0",NULL,1
"O006688","C02050","Amex","visa","GBP","150.14","high","ES","ios","auth","failed","do_not_honor","2024-01-27","2024-02-25",False,1,0,661,"1","1","1",1
"O005804","C02050","Credorax","visa","EUR","82.72","mid","GB","android","auth","failed","expired_card","2025-04-05","2025-04-24",False,1,0,227,"1","2","0.5",1
"O010154","C02050","Worldpay","mastercard","EUR","44.65","mid","GB","web","auth","failed","expired_card","2025-06-17","2025-06-29",False,3,2,152,"1","3","0.3333333333333333",1
"O003266","C02050","Safecharge/Nuvei","amex","EUR","82.74","mid","GB","android","capture","failed","stolen_card","2025-07-01","2025-07-19",False,1,0,140,"1","4","0.25",1
"O009782","C02050","Amex","mastercard","GBP","30.67","mid","CY","web","auth","failed","processor_declined","2025-07-06",NULL,False,4,2,133,"1","5","0.2",0
"O008548","C02051","Worldpay","mastercard","GBP","101.21","high","NL","ios","auth","failed","incorrect_cvv","2025-08-08","2025-09-05",False,1,0,102,"0","0",NULL,1
"O008347","C02051","Safecharge/Nuvei","mastercard","GBP","16.01","low","IT","ios","auth","success",NULL,"2025-09-02","2025-09-06",False,2,2,76,"0","1","0",1
"O003425","C02052","Safecharge/Nuvei","mastercard","GBP","19.96","low","IE","web","auth","failed","processor_declined","2024-11-27",NULL,False,0,1,355,"0","0",NULL,0
"O003852","C02052","Credorax","apple_pay","GBP","79.02","mid","IE","ios","auth","failed","insufficient_funds","2025-04-23",NULL,False,1,1,209,"0","1","0",0
"O009039","C02053","Amex","visa","EUR","43.43","mid","DE","android","auth","success",NULL,"2024-02-06","2024-02-10",False,2,2,649,"0","0",NULL,1
"O002729","C02053","Safecharge/Nuvei","mastercard","EUR","99.52","mid","GB","ios","auth","failed","expired_card","2024-11-29","2024-12-12",False,1,2,352,"1","1","1",1
"O011178","C02053","Worldpay","visa","GBP","7.34","low","DE","android","capture","failed","processor_declined","2025-03-02","2025-03-03",False,0,0,261,"1","2","0.5",1
"O010580","C02054","Chase","visa","EUR","41.45","mid","DE","web","auth","failed","stolen_card","2024-03-11","2024-03-27",False,0,1,616,"0","0",NULL,1
"O006076","C02054","Credorax","mastercard","GBP","13.13","low","DE","web","auth","success",NULL,"2024-04-22","2024-04-24",False,0,0,575,"0","1","0",1
"O011045","C02054","Amex","visa","GBP","112.64","high","ES","android","auth","failed","processor_declined","2024-12-25","2025-01-19",False,4,1,327,"1","2","0.5",1
"O005628","C02054","Adyen","visa","GBP","16.38","low","CY","web","capture","success",NULL,"2024-12-31","2025-01-01",False,0,0,322,"1","3","0.3333333333333333",1
"O007269","C02055","Chase","mastercard","USD","27.88","mid","GB","web","capture","success",NULL,"2024-02-06","2024-02-09",False,3,1,650,"0","0",NULL,1
"O005372","C02055","Chase","paypal","USD","37.51","mid","DE","web","auth","success",NULL,"2024-03-12","2024-03-18",False,0,2,614,"1","1","1",1
"O004933","C02055","Adyen","visa","GBP","28.14","mid","GB","web","auth","failed","insufficient_funds","2024-12-21","2025-01-05",False,2,2,330,"2","2","1",1
"O010703","C02055","Adyen","paypal","EUR","238.58","high","US","ios","capture","failed","processor_declined","2025-04-24","2025-05-10",False,2,2,206,"2","3","0.6666666666666666",1
"O011062","C02056","Chase","visa","USD","26.71","mid","FR","ios","auth","failed","expired_card","2024-01-20","2024-02-15",False,0,2,666,"0","0",NULL,1
"O006861","C02056","Adyen","mastercard","GBP","49.21","mid","IT","web","auth","failed","limit_exceeded","2024-02-25","2024-03-13",False,1,0,632,"0","1","0",1
"O006930","C02056","Chase","visa","GBP","43.69","mid","NL","ios","auth","failed","insufficient_funds","2024-05-28","2024-06-14",False,1,1,539,"0","2","0",1
"O008855","C02056","Worldpay","mastercard","EUR","17.99","low","ES","android","auth","failed","do_not_honor","2024-11-23","2024-12-11",False,2,2,358,"0","3","0",1
"O003803","C02056","Adyen","visa","EUR","37.65","mid","CY","android","auth","failed","stolen_card","2025-03-18",NULL,False,2,1,244,"0","4","0",0
"O002111","C02056","Safecharge/Nuvei","visa","GBP","216.11","high","DE","web","auth","failed","do_not_honor","2025-06-13",NULL,False,1,2,157,"0","5","0",0
"O000819","C02056","Safecharge/Nuvei","amex","GBP","14.95","low","DE","web","auth","success",NULL,"2025-07-24","2025-07-26",False,1,2,115,"0","6","0",1
"O005016","C02057","Chase","mastercard","GBP","3.21","low","DE","android","auth","success",NULL,"2024-03-16","2024-03-19",False,0,0,612,"0","0",NULL,1
"O004506","C02057","Chase","apple_pay","GBP","15.31","low","NL","web","auth","failed","processor_declined","2024-05-05",NULL,False,2,1,562,"1","1","1",0
"O004069","C02057","Amex","visa","USD","8.95","low","FR","web","auth","success",NULL,"2024-07-04","2024-07-10",False,1,1,502,"1","2","0.5",1
"O000716","C02057","Amex","visa","EUR","5.88","low","GB","ios","auth","success",NULL,"2024-08-23","2024-08-25",False,2,1,452,"2","3","0.6666666666666666",1
"O011870","C02057","Adyen","visa","GBP","40.64","mid","IT","web","capture","failed","expired_card","2025-07-20","2025-08-15",False,3,1,121,"3","4","0.75",1
"O010772","C02058","Amex","visa","GBP","20.76","low","GB","web","auth","success",NULL,"2024-10-07","2024-10-07",False,1,1,406,"0","0",NULL,1
"O000699","C02058","Adyen","visa","GBP","21.00","low","GB","web","auth","failed","processor_declined","2025-01-12","2025-01-13",False,1,0,310,"1","1","1",1
"O000344","C02058","Adyen","visa","USD","13.32","low","DE","android","refund","failed","incorrect_cvv","2025-01-23",NULL,False,1,2,297,"1","2","0.5",0
"O010178","C02058","Adyen","amex","GBP","20.87","low","GB","android","capture","success",NULL,"2025-05-15","2025-05-21",False,3,2,185,"1","3","0.3333333333333333",1
"O007671","C02059","Chase","mastercard","GBP","18.42","low","GB","android","auth","success",NULL,"2024-02-25","2024-02-28",False,2,0,632,"0","0",NULL,1
"O000882","C02059","Safecharge/Nuvei","visa","EUR","50.95","mid","NL","ios","auth","success",NULL,"2024-07-17","2024-07-23",False,0,0,489,"1","1","1",1
"O001145","C02059","Credorax","visa","GBP","18.79","low","GB","ios","capture","failed","processor_declined","2024-09-11","2024-09-25",False,2,0,433,"2","2","1",1
"O008100","C02060","Amex","amex","EUR","23.42","low","CY","web","auth","failed","insufficient_funds","2024-05-08",NULL,False,2,2,558,"0","0",NULL,0
"O006752","C02060","Adyen","mastercard","GBP","102.07","high","GB","web","auth","failed","expired_card","2025-04-07",NULL,False,1,0,225,"0","1","0",0
"O006495","C02060","Amex","visa","EUR","13.65","low","IE","web","capture","success",NULL,"2025-05-18","2025-05-21",False,0,2,182,"0","2","0",1
"O000253","C02060","Worldpay","visa","GBP","10.42","low","GB","web","auth","failed","stolen_card","2025-09-27","2025-10-07",False,3,1,51,"1","3","0.3333333333333333",1
"O004086","C02061","Chase","visa","GBP","39.27","mid","GB","ios","auth","success",NULL,"2024-08-22","2024-08-22",False,1,0,453,"0","0",NULL,1
"O000568","C02061","Chase","mastercard","GBP","43.70","mid","GB","web","auth","success",NULL,"2025-07-02","2025-07-08",False,1,0,139,"1","1","1",1
"O003627","C02062","Adyen","mastercard","GBP","24.50","low","FR","web","auth","success",NULL,"2025-08-07","2025-08-09",False,1,2,101,"0","0",NULL,1
"O008769","C02063","Chase","mastercard","GBP","12.81","low","CY","ios","auth","failed","do_not_honor","2024-03-17",NULL,False,2,2,609,"0","0",NULL,0
"O005725","C02063","Safecharge/Nuvei","mastercard","GBP","45.60","mid","DE","web","auth","failed","insufficient_funds","2024-07-12",NULL,False,3,0,495,"0","1","0",0
"O003244","C02063","Chase","paypal","GBP","8.03","low","GB","web","auth","success",NULL,"2024-09-28","2024-09-30",False,0,2,414,"0","2","0",1
"O000048","C02063","Chase","visa","GBP","55.03","mid","NL","ios","auth","failed","limit_exceeded","2024-10-18",NULL,False,2,1,396,"1","3","0.3333333333333333",0
"O002331","C02063","Worldpay","visa","USD","24.93","low","ES","ios","auth","success",NULL,"2024-12-12","2024-12-16",False,0,0,341,"1","4","0.25",1
"O006826","C02063","Amex","mastercard","EUR","131.56","high","ES","ios","auth","success",NULL,"2025-02-09","2025-02-13",False,0,1,281,"2","5","0.4",1
"O002202","C02063","Chase","paypal","GBP","154.33","high","IT","web","capture","failed","expired_card","2025-04-13",NULL,False,1,2,217,"3","6","0.5",0
"O010561","C02063","Worldpay","mastercard","EUR","31.10","mid","GB","ios","auth","success",NULL,"2025-06-28","2025-07-04",False,0,1,142,"3","7","0.42857142857142855",1
"O000925","C02064","Adyen","paypal","GBP","30.49","mid","US","web","capture","success",NULL,"2025-01-01","2025-01-03",False,1,0,321,"0","0",NULL,1
"O003535","C02064","Amex","mastercard","GBP","10.02","low","DE","web","auth","failed","expired_card","2025-01-20",NULL,False,3,1,301,"1","1","1",0
"O004699","C02064","Adyen","visa","GBP","5.06","low","IE","ios","auth","success",NULL,"2025-03-31","2025-04-03",False,0,0,232,"1","2","0.5",1
"O010250","C02064","Safecharge/Nuvei","visa","EUR","37.31","mid","US","web","capture","failed","stolen_card","2025-04-07",NULL,False,1,1,224,"2","3","0.6666666666666666",0
"O007822","C02065","Amex","mastercard","GBP","8.06","low","FR","web","auth","success",NULL,"2024-11-02","2024-11-02",False,2,1,380,"0","0",NULL,1
"O002519","C02065","Adyen","mastercard","EUR","28.89","mid","IE","android","auth","failed","insufficient_funds","2024-11-15",NULL,False,4,0,368,"1","1","1",0
"O007491","C02066","Chase","visa","EUR","7.52","low","NL","web","auth","success",NULL,"2024-04-26","2024-05-02",False,1,2,569,"0","0",NULL,1
"O000880","C02066","Worldpay","visa","GBP","15.69","low","GB","web","refund","failed","insufficient_funds","2024-07-22",NULL,False,2,2,482,"1","1","1",0
"O003346","C02066","Credorax","visa","EUR","9.50","low","ES","web","auth","success",NULL,"2025-05-09","2025-05-13",False,0,1,192,"1","2","0.5",1
"O004545","C02066","Adyen","visa","GBP","11.42","low","GB","web","auth","success",NULL,"2025-08-25","2025-08-27",False,1,0,85,"2","3","0.6666666666666666",1
"O004459","C02067","Adyen","mastercard","EUR","57.49","mid","NL","ios","capture","failed","do_not_honor","2024-03-17",NULL,False,2,0,611,"0","0",NULL,0
"O008193","C02067","Amex","mastercard","USD","8.72","low","US","android","auth","success",NULL,"2024-08-10","2024-08-13",False,0,1,464,"0","1","0",1
"O007855","C02067","Safecharge/Nuvei","visa","GBP","13.50","low","IT","web","auth","success",NULL,"2025-01-16","2025-01-16",False,1,2,304,"1","2","0.5",1
"O010807","C02067","Safecharge/Nuvei","visa","GBP","5.58","low","NL","web","auth","success",NULL,"2025-06-26","2025-06-30",False,0,0,146,"2","3","0.6666666666666666",1
"O006770","C02067","Worldpay","mastercard","GBP","10.85","low","FR","web","capture","success",NULL,"2025-08-12","2025-08-17",False,0,1,97,"3","4","0.75",1
"O009010","C02068","Credorax","visa","GBP","14.71","low","IT","ios","auth","failed","do_not_honor","2024-08-05",NULL,False,0,1,469,"0","0",NULL,0
"O011482","C02068","Safecharge/Nuvei","paypal","GBP","53.19","mid","DE","web","capture","failed","do_not_honor","2024-10-08","2024-10-15",False,1,0,406,"0","1","0",1
"O002515","C02068","Worldpay","visa","EUR","94.47","mid","GB","web","capture","success",NULL,"2025-03-28","2025-03-30",False,1,1,234,"0","2","0",1
"O010028","C02069","Adyen","visa","GBP","53.96","mid","FR","ios","auth","failed","stolen_card","2024-07-19","2024-08-16",False,1,2,485,"0","0",NULL,1
"O002206","C02069","Credorax","visa","USD","54.45","mid","NL","web","auth","failed","insufficient_funds","2024-08-21","2024-09-14",False,1,0,454,"0","1","0",1
"O008206","C02069","Safecharge/Nuvei","mastercard","USD","23.76","low","NL","web","capture","failed","do_not_honor","2024-08-30","2024-09-13",False,1,1,444,"0","2","0",1
"O009083","C02069","Adyen","visa","GBP","102.44","high","GB","web","auth","success",NULL,"2024-10-30","2024-11-01",False,1,0,384,"0","3","0",1
"O000084","C02069","Amex","visa","EUR","34.86","mid","IE","web","auth","success",NULL,"2024-11-29","2024-12-03",False,0,0,355,"1","4","0.25",1
"O007142","C02069","Worldpay","mastercard","USD","33.81","mid","ES","ios","auth","success",NULL,"2025-02-11","2025-02-14",False,0,0,280,"2","5","0.4",1
"O001362","C02069","Credorax","amex","GBP","34.47","mid","GB","web","auth","success",NULL,"2025-04-02","2025-04-04",False,1,0,230,"3","6","0.5",1
"O007128","C02069","Credorax","visa","USD","11.13","low","GB","web","auth","failed","incorrect_cvv","2025-04-20","2025-05-15",False,4,0,213,"4","7","0.5714285714285714",1
"O008974","C02069","Amex","visa","GBP","62.86","mid","GB","ios","auth","failed","limit_exceeded","2025-04-21",NULL,False,2,2,209,"4","8","0.5",0
"O011771","C02070","Adyen","apple_pay","USD","74.66","mid","IT","web","auth","success",NULL,"2024-02-10","2024-02-16",False,0,0,647,"0","0",NULL,1
"O008551","C02070","Worldpay","visa","GBP","17.42","low","NL","web","auth","success",NULL,"2024-10-19","2024-10-25",False,3,0,395,"1","1","1",1
"O006610","C02070","Worldpay","visa","EUR","20.80","low","IT","android","auth","success",NULL,"2025-07-10","2025-07-13",False,2,1,131,"2","2","1",1
"O006184","C02070","Safecharge/Nuvei","mastercard","USD","12.88","low","DE","android","auth","failed","do_not_honor","2025-07-27","2025-08-11",False,1,1,113,"3","3","1",1
"O000834","C02071","Safecharge/Nuvei","amex","USD","28.77","mid","GB","web","auth","failed","insufficient_funds","2024-01-06","2024-01-07",False,0,0,682,"0","0",NULL,1
"O000422","C02071","Amex","visa","GBP","27.65","mid","GB","web","auth","success",NULL,"2024-03-25","2024-03-30",False,0,1,602,"0","1","0",1
"O008871","C02071","Credorax","visa","GBP","19.27","low","NL","web","auth","success",NULL,"2024-06-26","2024-06-26",False,0,2,508,"1","2","0.5",1
"O008286","C02071","Worldpay","visa","GBP","13.03","low","GB","web","auth","failed","processor_declined","2024-08-29",NULL,False,1,0,446,"2","3","0.6666666666666666",0
"O004315","C02071","Credorax","mastercard","GBP","6.55","low","CY","web","auth","failed","limit_exceeded","2024-10-07","2024-10-24",False,0,1,406,"2","4","0.5",1
"O004135","C02071","Credorax","mastercard","EUR","51.44","mid","GB","web","capture","failed","stolen_card","2025-08-11",NULL,False,3,0,99,"2","5","0.4",0
"O008873","C02072","Safecharge/Nuvei","mastercard","GBP","4.84","low","ES","web","auth","failed","insufficient_funds","2024-01-29",NULL,False,1,2,657,"0","0",NULL,0
"O002279","C02072","Worldpay","visa","USD","33.23","mid","DE","ios","auth","success",NULL,"2024-06-04","2024-06-08",False,2,2,530,"0","1","0",1
"O006092","C02072","Amex","mastercard","GBP","33.39","mid","IT","web","auth","failed","incorrect_cvv","2024-09-03",NULL,False,2,0,441,"1","2","0.5",0
"O004689","C02072","Adyen","visa","USD","37.87","mid","DE","web","auth","failed","insufficient_funds","2025-05-28","2025-06-22",False,1,0,174,"1","3","0.3333333333333333",1
"O005105","C02073","Chase","visa","USD","41.71","mid","NL","web","capture","failed","incorrect_cvv","2024-03-26","2024-04-19",False,4,0,602,"0","0",NULL,1
"O005961","C02073","Safecharge/Nuvei","visa","USD","5.76","low","CY","web","auth","success",NULL,"2025-05-29","2025-05-29",False,1,2,171,"0","1","0",1
"O011581","C02074","Credorax","mastercard","EUR","34.46","mid","GB","web","auth","success",NULL,"2024-03-03","2024-03-05",False,0,2,623,"0","0",NULL,1
"O009826","C02074","Adyen","mastercard","GBP","13.64","low","GB","web","auth","success",NULL,"2024-07-17","2024-07-18",False,0,1,489,"1","1","1",1
"O003531","C02074","Adyen","mastercard","GBP","16.91","low","US","ios","auth","failed","do_not_honor","2024-08-04","2024-08-18",False,1,0,471,"2","2","1",1
"O002170","C02074","Adyen","visa","EUR","30.39","mid","GB","android","auth","success",NULL,"2024-08-18","2024-08-23",False,0,2,455,"2","3","0.6666666666666666",1
"O009060","C02074","Adyen","visa","GBP","50.17","mid","NL","web","capture","failed","expired_card","2024-08-24","2024-08-31",False,0,0,451,"3","4","0.75",1
"O005906","C02074","Adyen","visa","EUR","123.63","high","GB","web","auth","failed","do_not_honor","2025-07-20",NULL,False,1,1,120,"3","5","0.6",0
"O003862","C02075","Worldpay","visa","GBP","9.09","low","NL","ios","capture","success",NULL,"2024-07-07","2024-07-08",False,0,2,497,"0","0",NULL,1
"O000886","C02075","Safecharge/Nuvei","visa","GBP","5.83","low","GB","web","auth","failed","processor_declined","2024-11-23",NULL,False,4,2,358,"1","1","1",0
"O002453","C02075","Amex","visa","GBP","10.04","low","GB","ios","auth","failed","processor_declined","2025-09-15",NULL,False,0,1,64,"1","2","0.5",0
"O001929","C02076","Worldpay","amex","EUR","45.25","mid","FR","ios","auth","failed","do_not_honor","2024-02-16","2024-03-03",False,2,1,640,"0","0",NULL,1
"O008947","C02077","Amex","apple_pay","GBP","8.87","low","GB","web","auth","success",NULL,"2024-08-21","2024-08-21",False,0,2,452,"0","0",NULL,1
"O005219","C02077","Adyen","visa","EUR","13.88","low","GB","ios","auth","success",NULL,"2024-11-27","2024-12-01",False,0,2,354,"1","1","1",1
"O011777","C02077","Worldpay","visa","GBP","73.15","mid","DE","ios","auth","failed","stolen_card","2025-06-22",NULL,False,1,2,148,"2","2","1",0
"O011276","C02077","Chase","mastercard","EUR","34.41","mid","DE","web","capture","failed","processor_declined","2025-07-06","2025-07-24",False,0,0,135,"2","3","0.6666666666666666",1
"O000862","C02077","Credorax","amex","EUR","5.99","low","GB","android","auth","failed","insufficient_funds","2025-09-16","2025-09-21",False,1,0,63,"2","4","0.5",1
"O004778","C02078","Worldpay","visa","USD","65.14","mid","US","web","auth","failed","processor_declined","2024-01-09",NULL,False,2,1,678,"0","0",NULL,0
"O002493","C02078","Adyen","visa","USD","39.14","mid","GB","android","capture","failed","expired_card","2024-02-08","2024-02-29",False,0,0,649,"0","1","0",1
"O006609","C02078","Credorax","mastercard","GBP","44.80","mid","FR","web","auth","failed","stolen_card","2024-09-29","2024-10-23",False,1,1,414,"0","2","0",1
"O007567","C02078","Amex","paypal","EUR","84.14","mid","IT","android","auth","success",NULL,"2024-10-17","2024-10-22",False,0,0,397,"0","3","0",1
"O002544","C02078","Adyen","mastercard","GBP","24.95","low","US","ios","auth","failed","limit_exceeded","2024-12-07","2024-12-31",False,0,1,345,"1","4","0.25",1
"O011076","C02078","Worldpay","mastercard","USD","4.87","low","DE","android","capture","failed","expired_card","2024-12-28","2025-01-07",False,3,0,325,"1","5","0.2",1
"O002343","C02078","Amex","visa","EUR","120.83","high","GB","ios","refund","failed","expired_card","2025-04-17",NULL,False,0,2,213,"1","6","0.16666666666666666",0
"O004851","C02078","Adyen","amex","USD","61.46","mid","IT","android","auth","failed","insufficient_funds","2025-06-19",NULL,False,1,2,151,"1","7","0.14285714285714285",0
"O001488","C02079","Adyen","paypal","GBP","15.36","low","GB","web","auth","success",NULL,"2024-10-14","2024-10-17",False,0,2,398,"0","0",NULL,1
"O000903","C02080","Safecharge/Nuvei","mastercard","GBP","7.43","low","CY","web","auth","failed","incorrect_cvv","2024-06-28","2024-07-05",False,2,1,507,"0","0",NULL,1
"O006750","C02080","Credorax","visa","GBP","63.19","mid","DE","android","auth","failed","expired_card","2024-07-16",NULL,False,1,2,488,"0","1","0",0
"O000182","C02080","Adyen","mastercard","GBP","11.19","low","CY","web","auth","success",NULL,"2025-07-13","2025-07-19",False,0,2,126,"0","2","0",1
"O002476","C02081","Adyen","visa","GBP","4.84","low","ES","android","auth","success",NULL,"2024-09-06","2024-09-08",False,1,0,438,"0","0",NULL,1
